Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
116,Ravenclaw,Booker,Aleman,1999-12-25,Left,62665.0,265.8643369564784,4.461562509539212,3.5799032707212555,6.198,605.7648912294175,921.0066015085255,,1061.3806237931274,8.408945220504576,0.7744141878438411,-231.02147,-22.35
118,Slytherin,Margaret,Hyatt,2000-04-29,Right,57125.0,276.2399247855379,-7.870889665335742,,-5.158,-262.2386148611518,398.45828026904223,6.257806956251535,1031.5283508850223,11.895260483796328,-1.405475313783187,-252.07488,-74.98
119,Ravenclaw,Tamra,Schuler,1998-01-30,Left,44931.0,51.592028179262805,5.90493236276799,7.16422619166654,3.743,619.9667672756988,781.8119624350458,5.8581947553841855,1066.8835908844833,7.905617441254384,0.6392527963871033,-228.44239,-26.5
120,Gryffindor,Gavin,Bankston,2000-11-05,Right,73735.0,800.7124015183181,-4.631306121601461,-5.366974596849818,3.279,-714.7868121788481,860.4528972769444,-5.540562660060528,956.472358329224,3.6729376476722737,1.1856051950888058,-255.98934,191.33
121,Hufflepuff,Roslyn,Willard,1999-06-01,Left,71073.0,669.527250312736,6.207391297817705,-3.172524240491686,3.562,-794.9650611089842,231.33778631967894,2.7662778790451568,1074.1013317866928,4.1439978913610735,0.8981661727716032,-245.46754,-7.73
122,Gryffindor,Eleanor,Knutson,1998-05-19,Left,38036.0,898.7636022158566,-5.936644455635227,-7.007163980592363,4.238,-416.1545900734893,810.1304046235463,-4.244317072583536,927.4439068433946,3.9520325024304137,0.0234449086414449,-254.96557,217.34
123,Gryffindor,Sally,Clanton,1997-06-20,Right,49135.0,874.2199282943294,-6.944504088196329,-6.596600182110107,1.743,-890.7471969127176,724.9202620644805,-5.153064647609686,916.8758938271952,3.557049173201589,0.6952786948281361,-259.86678,231.29
124,Ravenclaw,Gerry,Oakley,1998-11-17,Right,53893.0,108.71298566171268,4.1658480591910045,6.208713282233338,4.596,481.4180104694406,732.7804180453259,5.650401721787041,1048.6447734740786,6.093897156525425,0.678998196156056,-231.10206,-36.93
125,Ravenclaw,Beatrice,Gable,2001-09-19,Right,67657.0,236.19040941685714,5.762580118902662,4.0762853708708375,6.242999999999999,517.6337442795908,797.0070989735271,6.032569433895826,1048.5263892328285,5.7148108983655455,0.6388147250856527,-230.8486,-37.83
126,Slytherin,Darren,Elston,1997-01-06,Right,27800.0,111.92807891444549,-3.466066627086846,6.154931566320022,-5.8020000000000005,-554.2027586621593,196.48214634208864,6.108642124778656,1045.17825453346,10.71809194803796,-0.0929736224483799,-247.44911,-42.45
127,Ravenclaw,Lyman,Willey,2000-04-12,Left,63813.0,207.06277504404576,5.0393780650884255,4.563529140778276,5.223,561.8444385473957,681.9739679931563,6.880623812509638,1066.849524175419,6.425223054677824,0.4732144524309125,-231.30792,-77.09
128,Hufflepuff,Antonia,Xiong,1998-10-13,Right,43656.0,836.1853084994551,1.991310298353456,-5.960361368526633,4.277,-492.2840618772685,288.00879316886767,6.405409119636648,1053.9966684218982,8.936894251270814,-0.6268772621710579,-246.32435,-17.19
129,Ravenclaw,Madeline,Goddard,2001-09-18,Right,36849.0,228.046707675372,8.108026880421598,4.2125122915584585,5.907,845.3760443642108,891.6066207705362,6.476987927266837,1072.335663586132,9.420869463426792,-0.088093342123071,-226.00382,-0.33
130,Ravenclaw,Jodi,Littlejohn,1997-08-31,Left,31333.0,157.7224167799105,5.034164387692602,5.388889067420359,5.093,538.081638350516,797.2123148540925,6.50684820699454,1073.1502205982783,10.249808583645423,-0.0140087510410963,-228.4123,-16.09
131,Gryffindor,Mickey,Callaghan,2000-06-16,Left,47148.0,682.7339343900721,-7.436157194389994,-3.393444156453839,5.323,52.49786005030064,655.1811932192763,-1.7428296074607,970.3993530724808,2.639611936023288,0.1244495487565391,-250.57923,69.78
132,Gryffindor,Walker,Crawley,1998-05-28,Right,34109.0,871.1436224757342,-5.133034440814131,-6.545140086681293,6.178,-189.740259123724,723.2355165900557,-3.854573129106172,947.6764785031172,2.3634688081838697,-0.2465076611155169,-251.755,173.0
133,Slytherin,Darrick,Lay,2000-08-25,Right,52506.0,237.9204718860066,-6.055030137280277,4.047345081767558,-6.7929999999999975,-398.4047487993308,245.60369177638322,4.071324704798399,1057.5601064105224,10.551311601216089,0.3702162640807765,-252.83402,-66.61
134,Gryffindor,Earl,Coyne,1998-06-08,Left,62934.0,576.4541473378706,1.8740908683769504,-1.6156079118252151,7.669,-730.0647223707056,487.44331092126686,4.689469131854428,1067.0929618146442,7.659183587736948,-2.169187647996498,-241.2211,-26.78
135,Ravenclaw,Sabrina,Ackerman,1999-08-02,Left,,124.72105268499863,4.3239253162047895,5.9409321495287415,3.875,681.386800683266,839.9962702375229,2.638283138349562,1048.0228380218944,5.952052717360675,-0.4193068251103902,-231.30204,20.28
136,Ravenclaw,Brandie,Bozeman,1999-02-05,Left,65778.0,112.60830042019907,4.774831278514762,6.143552897987628,3.866,660.0111728604699,751.0443531011264,4.442950177030841,1047.1758125694846,4.325515582599387,-0.3086355000990241,-231.95398,-38.2
137,Slytherin,Mariano,Hutchings,1999-07-30,Right,61741.0,96.46106314094989,-5.075863332259893,6.413662054976883,-4.507,-691.0864133256558,69.52706081590746,7.927912822572154,1039.0354997195136,7.602147756933513,0.1928417937520665,-249.54664,-135.05
138,Gryffindor,Robert,Stewart,1997-03-17,Left,65129.0,623.9454606749334,-5.950611366563268,-2.4100372242792814,4.133,-448.32948148773806,834.2800563741508,-5.3605446640406775,952.6171948798748,1.8404335866292385,-0.1492130896294654,-252.69629,159.55
139,Hufflepuff,Julianna,Meadows,2001-01-30,Left,58803.0,749.0418607714711,4.854563901008818,-4.502635641464212,5.186,-577.7900388211343,345.06794455569826,5.850724750101574,1051.705801539807,6.764245970586583,1.4418422780244342,-243.66953,-8.84
140,Hufflepuff,Janell,Crawley,2000-12-24,Left,64611.0,697.8810679829929,-0.3354566811484139,-3.646823692211656,8.482000000000001,-648.1175467989767,328.9668651919901,6.386191110013845,1072.820548698867,7.376680307965637,2.880593796393172,-243.60355,-89.81
141,Ravenclaw,Kelley,London,1998-01-03,Left,19537.0,193.79779193995918,6.450852835832811,4.785424276259195,4.168,253.3498632217527,723.1137582361157,4.473924278166262,1051.9048013823713,8.383659211168073,-0.6231186311887168,-230.22301,52.82
142,Gryffindor,Lee,Yazzie,2000-08-24,Left,56513.0,734.673558221238,,-4.262284303207882,4.021,-525.993656035956,671.3161352978346,-5.028683796248044,941.2359511854204,0.5593904838279316,-2.053440025151801,-255.06362,159.28
143,Ravenclaw,Young,Headrick,2001-10-10,Left,62745.0,180.76339677737133,4.522925059797776,5.003462162762287,5.466,417.0304170296648,636.9116990371512,5.357666476228767,1041.285438652725,3.4959204040497984,0.3640424784974949,-232.55704,-50.32
144,Gryffindor,Rebekah,Brannon,1998-08-25,Left,37094.0,897.9970359465347,-5.931147528273892,-6.994340946831101,4.262,-708.0559808857852,630.9099636521734,-5.271279160917052,917.2162748931676,0.896571582709897,1.631620847957478,-256.99366000000003,219.96
145,Ravenclaw,Morton,Oconner,1999-07-24,Left,75922.0,188.06013984373305,6.7386666647013485,4.88140307089801,6.182,350.3468317270342,987.4830417665675,4.1235390926967135,1030.1334005385702,5.496187683039683,0.1232490230814693,-230.55533,25.83
147,Hufflepuff,Penelope,Mccullough,2000-03-29,Left,55588.0,798.4558660823692,1.8247573606304552,-5.329227527566095,5.593999999999999,-548.2195910686082,258.91849800718114,4.384626264968918,1063.5312457356183,6.1648007805878695,0.2728894752718836,-246.37458,-32.35
148,Hufflepuff,Joni,Partin,1997-02-12,Left,50463.0,782.3811212058491,5.606907033703479,-5.060331015281982,6.751,-550.4619347648818,240.52171100923448,3.184293518179324,1052.5002900906134,3.0116932116422293,1.3075839424332134,-243.35089,9.27
149,Ravenclaw,Buford,Ivy,1998-04-20,Left,64402.0,148.9202995683824,5.829789257722198,5.536129887543924,4.605,581.4340636117353,728.1231150204559,4.3291885793934535,,4.243288373854851,-0.8519385626847149,-231.36291,-34.08
150,Hufflepuff,Ivonne,Mayer,1998-01-24,Right,46635.0,855.2270483569451,4.5782592017167785,-6.278889436924134,3.32,-335.08289914070025,177.87293399090683,5.564250343488567,1038.9517955215608,5.053599892056539,-0.4469385506320816,-246.63226,-5.97
151,Gryffindor,Winona,Bruns,1998-10-27,Right,60599.0,664.6372880054857,-5.333889889816991,-3.0907255046659605,4.836,-627.9039439335535,838.4741163706077,-4.298314964771218,967.8996140286912,4.132186158674813,-2.2558373555326,-251.85032,158.5
152,Gryffindor,Leola,Villasenor,1999-08-12,Right,46160.0,886.2847583930868,-4.912571714070925,-6.7984192940012695,5.681,-384.9977232044241,782.871769098882,-4.5572470452792135,930.9009871592272,1.8035303436190817,-1.176221103394108,-253.6089,199.79
153,Ravenclaw,Judi,Hilton,1999-01-27,Left,48223.0,135.59167718863154,4.003452607976681,5.759089573622807,3.919,25.33557664598388,618.6397775693371,4.297150738769481,1020.4671382139734,4.054978019420945,0.8114606625334025,-234.3949,11.07
154,Ravenclaw,Missy,Buckingham,1999-02-04,Left,54642.0,219.90318282251081,8.329428738759091,4.348736253273205,5.509,593.6318604851202,725.6609464489912,3.748921775222673,1044.926704277476,3.062876741645712,0.7742815017641205,-229.91745,8.33
155,Gryffindor,Cortez,Mccurdy,1998-01-08,Left,68050.0,743.0720721288687,-3.3908257104685933,-4.402773692960513,5.492000000000001,-323.26431977016614,997.8763359140067,-6.089651394647522,959.9463857061772,2.878407981504705,0.5853874298883719,-250.91132,198.78
156,Hufflepuff,Bobbi,Barber,1997-01-05,Right,33160.0,819.584030830054,9.539765260095166,-5.682657075298152,2.167,-383.62330135549576,58.45448947455143,5.6749585017776285,1032.9506922864744,3.1400199077890605,-1.7275506974811448,-243.99712,33.44
157,Slytherin,Jayme,Barone,2001-05-02,Left,35798.0,189.7579174220721,-5.371740486961238,4.8530028397928575,-4.92,-486.87266889318886,250.0424449474391,5.6328565823495484,1055.7934514130009,11.559910082583349,1.1924750921419065,-249.02037,-61.1
159,Ravenclaw,Barbra,Faulkner,2001-07-07,Right,41043.0,152.79166638064183,,5.471370101831268,5.096,526.4123039681158,734.5903268817974,6.210525530447399,1055.406338813185,6.401681099092077,-0.3482385118852376,-227.3222,0.35
160,Ravenclaw,Nikita,Mahoney,1998-08-26,Left,15477.0,0.0,4.1000653195164505,8.027251797710928,1.984,739.4053342894932,735.0992435572875,6.9175239153627786,1099.9660726189595,12.683524541370176,-1.016235144954535,-227.53935,-40.63
161,Hufflepuff,Doreen,Grace,2001-05-05,Right,45214.0,814.37524788118,3.097656088249955,-5.595525143876769,3.523,-872.9247653172893,360.87363630316224,3.86231877307412,1077.3947317828906,10.64913583619446,0.1411786818648122,-247.06216,30.77
162,Hufflepuff,Lashawn,Linville,1998-09-30,Left,56217.0,780.9535250001335,5.77814176787996,-5.03645034758767,6.734,-485.583809095322,133.09930839479955,5.331219772076959,1051.7583762912786,2.295320472717175,0.8074782109691876,-243.19253,-39.5
163,Hufflepuff,Hugh,Tompkins,2000-08-27,Right,65980.0,739.8338751973688,1.7576005288619,-4.34860550132462,8.289,-559.237935448842,166.33358299280093,8.266109767316415,1068.1303324420594,5.4648113278153225,-0.5643577400920806,-243.13059,-120.87
164,Ravenclaw,Ola,Pollard,1997-08-15,Right,59848.0,120.64679822943498,4.197646227459597,6.009085816767303,4.81,657.7032414582711,862.2789614070466,3.604083133111136,1050.269391182223,5.652432633177358,0.9853098579235255,-231.05232,-12.86
165,Slytherin,Will,Bond,1998-04-15,Right,56953.0,194.2780865563954,-6.41341844932626,4.777389962295234,-6.916,-700.3580391564171,62.5532826025257,3.9760394666519945,1093.9630397397625,10.540106613457963,0.4808170334908698,-253.81839,-117.11
166,Hufflepuff,Marc,Cintron,2001-03-31,Left,32456.0,853.7956179959659,5.455957217112862,-6.2549446319146815,5.721,-500.10383309169634,243.6615023311704,6.526342016934416,1044.504687248829,6.982706681393879,1.3459734812907278,-243.04548,13.61
167,Hufflepuff,Angelica,Sells,1999-07-17,Right,62390.0,717.3134877925875,,-3.9718870106144974,4.013,-291.196510152423,185.67335803025426,4.454822645346632,1034.6866690851475,1.2053392445812758,0.2282887259978649,-244.03618,-13.66
168,Hufflepuff,Nigel,Ramsey,1997-07-16,Right,53445.0,769.4482598337108,4.203017130955123,-4.843991574529698,5.1720000000000015,-639.4746194326751,273.7396920284609,1.1427190116176609,1064.335722205506,3.965257257847964,-0.134244563767563,-245.99286,24.72
169,Hufflepuff,Davis,Kent,2001-09-05,Left,44524.0,826.3629758281313,3.357706250834993,-5.796054499702157,6.053,-772.4004764774776,182.93063035827822,6.242686097727067,1073.635283072214,7.912257731965183,-0.3506032853958507,-244.91981,-33.87
170,Gryffindor,Wilbur,Dickerson,1999-08-27,Left,55663.0,824.5844086297841,-5.47903050074722,-5.766302828980647,5.0680000000000005,-473.9059846814489,725.034768479666,-5.422714922410719,919.5554701623212,-0.5892572277394192,0.4109862249895349,-255.11295,192.23
171,Hufflepuff,Ahmed,Krueger,1999-04-07,Left,60182.0,627.9545865655707,2.3027050297941694,-2.4771014282577206,7.178999999999999,-505.1198033533603,442.01348411203776,5.795894652148252,1049.8279652994893,6.666218032423076,1.358369979472016,-241.49064,-32.11
172,Hufflepuff,Britt,Chestnut,1997-11-01,Right,75292.0,694.8261936097584,3.494188621529301,-3.595722099574328,6.28,-766.8375568497268,271.39328526703025,2.652524558699448,1078.720899927028,4.002506749550854,0.2326493370609983,-245.30253,-39.34
173,Slytherin,Jeff,Fortenberry,1998-03-02,Left,,139.75533908557674,-5.472431237885284,5.689440308827683,-5.104,-471.9339753362064,166.43414276092554,5.292094434692193,1048.196607598945,8.115084197300405,1.886904215317331,-250.26995,-97.87
174,Hufflepuff,Marcela,Rhodes,1996-11-27,Right,73866.0,666.8762369238834,4.271042987298464,-3.128178388675264,4.809,-405.2703374745577,326.0943449555605,5.015356162582252,1045.414715466429,3.871008292430093,,-244.1159,-37.08
175,Gryffindor,Gayle,Lister,1998-07-27,Left,62602.0,703.2110439757932,-6.9817181005811015,-3.7359829271501535,3.09,-283.12343401283454,774.8392897708895,-5.503918319145535,927.3260349074284,0.2654557276058709,1.5250403432356725,-255.47823,167.38
176,Gryffindor,Jerrold,Steinberg,1998-10-11,Left,66972.0,803.3893537341846,,-5.411754350427693,5.447,-512.7203521084102,934.441594907177,-6.966380297433593,,1.2126371810257126,-1.6372194447860875,-252.93477,225.98
177,Hufflepuff,Faustino,Biddle,1998-12-31,Left,61219.0,708.2721004899067,8.228581844190664,-3.820643707496705,2.2230000000000003,-364.63605824626313,367.2167404179075,2.322121648096703,1026.8491774579147,2.6850456963594804,-1.6050726821850094,-244.52793,66.09
178,Hufflepuff,Yong,Gale,1997-10-22,Left,58021.0,740.5178626598802,3.635899105673938,-4.360047166155272,6.2479999999999976,-778.1839390956703,314.5909496358673,6.69605024390204,1070.2047180785278,8.421425574064598,0.1443850597858327,-243.44107,-37.54
179,Slytherin,Petra,Donnelly,1999-07-13,Right,42755.0,178.06703414524065,-7.785614437871232,5.048566611585746,-4.993,-500.78591682116206,199.36102313434333,7.716462636229776,1056.1031517935742,12.513923205900085,-1.7286454572940555,-250.33298,-115.78
180,Ravenclaw,Stacey,Wampler,2001-06-28,Left,67592.0,63.27815596279179,-0.4432936342331209,6.968741969227188,3.147,287.0031127157967,867.1385759781879,5.7130712053101975,1030.379522759308,8.414680634866793,-0.7038642426467554,-235.30407,-38.58
181,Ravenclaw,Austin,Turner,2001-02-28,Right,38322.0,134.644333358496,6.167242320633433,5.774936633953415,4.565,,818.6543343804393,4.6322825758501525,1066.7008736291896,8.942152540706443,1.5048036540385823,-229.43749,21.16
182,Gryffindor,Gena,Lehmann,1997-11-05,Left,51336.0,899.2104574668613,-4.517951911734638,-7.014638924637447,4.474,-544.5141030546214,897.5174047765381,-4.439641148505197,950.1956017070496,5.489077724617776,0.3427583402916986,-254.22188,215.39
183,Slytherin,Cruz,Dunlap,1999-03-18,Left,30584.0,145.43611342585274,-7.150468797778532,5.594412958850602,-5.8020000000000005,-477.1471336632116,201.1727989965657,6.646288592022293,1064.9984648512798,13.123854089466295,1.9678691497092464,-249.59082,-89.95
184,Gryffindor,Deena,Dayton,2001-05-04,Right,61647.0,777.8388503859676,-5.5710893816027856,-4.9843484232907285,3.683,-827.0786140761974,727.198367636197,-6.092954128618015,929.432095323234,0.7286995747201424,1.757959748796636,-256.83673,204.65
185,Gryffindor,Cathrine,Kincaid,2000-10-04,Left,31877.0,823.7607786077988,-4.676090117054235,-5.75252523922569,7.065,22.827861923580706,789.9298980192491,-3.446865946912624,962.4473289494812,3.1764555554907568,2.279751979458241,-248.76868,157.73
186,Hufflepuff,Alberto,Macon,1998-02-27,Left,55787.0,678.8041962892994,4.541814885578456,-3.3277079424358336,5.311,-316.33086721982284,141.80330311956072,4.79213188346934,1044.199233885082,1.5895507566469085,-1.7006484231743677,-243.49271,-44.76
187,Ravenclaw,Josef,Rountree,2000-04-10,Right,43216.0,198.79674566867251,7.129708744927084,4.701802344275434,4.558,140.68873645924558,681.3361247903312,5.4198231848151135,1030.4772782080047,5.558672982622942,0.3094962476247081,-231.42082,27.41
188,Hufflepuff,Vito,Nye,1999-01-30,Left,55357.0,709.8258209912492,4.882467099535238,-3.846634168128253,6.6960000000000015,-510.2369957847502,295.2388662890183,4.344308475478541,1049.3923783209286,3.816750734304024,0.0860801413660008,-242.39238,-9.65
189,Slytherin,Andrea,Ogle,1997-07-04,Right,28764.0,175.74783596300725,-3.28784685738592,5.087361896194532,-2.897,-508.2544031661142,350.925292119346,2.471824344837978,1066.0088731968433,10.244472332104634,1.824432886192275,-246.06914,-6.12
190,Gryffindor,Gonzalo,Godinez,2000-12-08,Right,58703.0,825.40717420775,-4.685091310066417,-5.780065958413927,4.283,-346.61562498687346,896.7113795607606,-4.847640090961863,954.2756935608628,4.06969016367077,-0.6125642066906111,-253.47023,190.7
191,Hufflepuff,Linwood,Cagle,2001-09-11,Left,,874.7002935076775,6.7950925508751245,-6.604635677011218,3.276,-301.77424917251585,321.71090272379246,5.8276473895036975,1021.0119229251676,7.035913044336482,1.6575314609058678,-243.88,69.79
192,Gryffindor,Whitney,Trowbridge,1997-08-20,Left,59410.0,954.6943219490805,-4.180632955919542,-7.94276672771728,5.478,-539.4655200688401,715.4861090102022,-5.930065159885174,916.2609276573304,-1.1620598643710798,1.30680921937155,-256.44831,212.72
193,Ravenclaw,Felix,Gibbons,1998-12-30,Left,40142.0,377.92490977131115,2.8292555071714744,1.7053666963658598,6.572,174.56443447155658,710.2300777577983,5.710041874719044,1035.1450569689032,7.675285658710588,-2.2774422081873777,-234.39324,4.16
194,Ravenclaw,Harriette,Barnette,1999-02-21,Right,63740.0,21.777688114072888,1.9159440263531309,7.662957096646084,3.619,765.4272955554413,729.643277835699,3.928726898310092,1062.8185925914431,4.782028371614811,-0.2199025736757237,-232.29017,-74.65
195,Hufflepuff,Venita,Brackett,2000-04-10,Right,55200.0,756.1435006012591,5.174971990554681,-4.621431068477008,6.32,-615.7726814028996,168.13304067626555,5.186142018554695,1061.745467596074,4.0140383645023725,-1.5868724431788976,-243.5029,-34.89
196,Ravenclaw,Scott,Huffman,1997-06-13,Left,76140.0,246.5084947500612,4.473684022056445,3.9036856076483977,7.899,720.1588057043163,960.7285847868809,5.281435781716749,1066.1206643110318,7.005940277954947,-0.8644593108654517,-229.64563,-52.16
197,Hufflepuff,Vicente,Barth,2001-08-10,Left,67916.0,779.712571627702,3.310217074160841,-5.015691820076517,4.673,-552.043070654828,353.6238648006954,3.0473622110661363,1057.5963438699732,5.4202828521043855,-0.1892629645513319,-246.7343,-2.85
198,Hufflepuff,Rena,Broderick,1999-09-11,Right,46740.0,695.3354974701509,5.282763296777874,-3.604241676886714,4.208,-307.0334704880238,236.62416548171856,5.454745622811894,,3.7756169211021895,-1.9022443138273049,-243.10303,-3.86
199,Gryffindor,Frances,Benge,1998-05-22,Left,55037.0,841.2048417741519,-4.183731469115132,-6.044327552825558,5.206,-595.4382312161854,796.2541935334527,-7.189090352333447,916.1654671596297,-0.9192923705005837,-0.7622053515198823,-255.02709,240.15
200,Gryffindor,Jason,Thurston,1998-12-29,Left,18270.0,862.6203528225087,-5.281586057489824,-6.402563796941407,6.1560000000000015,-295.9378606023917,815.817643302786,-2.410512779278819,964.7650581585208,7.167555209162122,1.0838316178755247,-249.85009,188.18
201,Hufflepuff,Fabiola,Seale,1997-03-09,Left,57631.0,777.5958520080649,5.6884242444195445,-4.980283573937869,3.432,-287.31390746748264,294.5766905590831,2.9087040713663166,1031.8248319637914,2.7735767011534898,0.0732618669941787,-245.78106,28.26
202,Ravenclaw,Santos,Allison,1997-09-20,Right,39681.0,206.62552620990667,6.3175103205053125,4.5708433897696885,5.023,581.7647488958453,686.1658511254996,5.248710454714536,1062.719839572742,6.374549335849929,-0.6104805220823194,-229.88836,-16.28
203,Hufflepuff,Zachary,Batchelor,1999-05-21,Right,46334.0,710.0269482291266,6.2457958700660825,-3.849998601791492,4.181,-456.4544177571785,317.71441900474935,3.3081412954072835,1039.9762124595034,4.231481207213624,1.0054214007457132,-243.29418,41.49
204,Gryffindor,Alvin,Rowland,2000-06-01,Left,52507.0,791.9083223645463,-3.3830619389996164,-5.219700957578535,5.964,-616.3308147949459,809.1065113164761,-6.773229992367034,949.4632982899252,0.929321628712844,-1.2833916301087211,-252.38608,218.13
205,Slytherin,Xavier,Ramey,1999-12-29,Right,66607.0,292.2240534420465,-3.3837829857272728,3.138960917843188,-4.14,-391.7315482674834,394.5788528009695,3.5354167115134665,1023.1685873937772,7.519111269967014,0.5096848600244432,-250.71695,-23.32
206,Ravenclaw,Damian,Keener,1998-06-19,Left,76876.0,107.0777308083423,4.5514443427921485,6.236067640274142,5.107,646.5690275396364,868.0643575600822,6.169019861305884,1048.1003441185364,6.012624816640093,0.0979634288625983,-230.51163,-58.42
207,Gryffindor,Courtney,Knowlton,2000-09-12,Left,37371.0,890.1632634659939,2.326176481636315,-6.863298487729829,6.617000000000001,-439.0772435358112,480.7768425724969,3.5602857403605164,1042.064679112409,8.259000598866862,1.1615035084227174,-244.82688,52.4
208,Gryffindor,Eddie,Oreilly,1997-12-25,Right,66576.0,752.114692221154,-5.6149848171740295,-4.554037618043236,5.29,-201.40442873147944,794.3677616923204,-5.100768890918362,927.7428546246632,-0.8879602963042661,-1.2749389719805606,-253.38955,159.15
209,Ravenclaw,Horacio,Oliphant,2001-09-24,Left,92644.0,263.7571764629869,3.825196982648962,3.61515161288004,,712.3453801205478,962.2257202065701,4.400022730336119,1045.5666567049632,4.684445559940242,-0.0325120068131275,-232.38406,-51.31
210,Gryffindor,August,Mackenzie,2000-01-24,Right,43001.0,804.5969090047755,-3.5579317472209446,-5.43195419827265,6.3260000000000005,-374.79661803714,824.9333039549584,-5.584269066477841,961.7343214641012,2.5783181111819395,0.1872698429209508,-250.56432,199.63
211,Hufflepuff,Dovie,Cortes,1999-11-06,Right,79633.0,658.4661889052159,5.6696916199927605,-2.9874960576191194,6.0360000000000005,-830.7095795143837,129.83954336881058,1.9482673959804584,1085.7045918493536,1.0955188826306133,-0.4113344163362677,-244.87229,-50.8
212,Slytherin,Lindsay,Pratt,1999-04-08,Right,54055.0,146.0343926888836,-1.8644020894451645,5.5844050110768295,-6.025,-300.2346729803942,299.94902007011825,2.950874250377693,1016.2341919581452,5.601696501313107,-0.6283459818504091,-249.08981,-8.41
213,Ravenclaw,Missy,Browning,1999-04-09,Left,42055.0,156.47324940004972,5.499908278905278,5.409784997917786,5.09,655.2571482257662,771.0067042785098,5.845055170313318,1073.6746991975538,8.228260239381434,0.673184738926305,-228.78752000000003,-31.78
214,Slytherin,Eddie,Haag,2000-03-28,Right,43842.0,177.28269983844424,-3.4644596819908213,5.061686867066155,-6.242999999999999,-791.2411317496628,138.05823089523085,4.272757834729165,1076.5394455843316,10.7154211644288,-0.8161110907731912,-250.55633,-58.07
215,Slytherin,Brendan,Robledo,1997-06-23,Left,33434.0,149.92297284872785,-5.910815344634688,5.519357282434701,-7.0420000000000025,-318.16833420601944,244.68899793779835,5.298179273961294,1048.9967119593523,11.50533354917554,0.074746073309974,-250.17441,-55.81
216,Hufflepuff,Ilene,Blodgett,1999-09-21,Left,36200.0,888.7670028369839,3.4652095563372294,-6.839941998014788,6.178,-783.0655804179646,355.53363960264846,5.9526790158428025,1067.6126468653597,10.720730199755137,-1.2458007838992848,-244.53807,18.93
217,Hufflepuff,Jesse,Stamper,1998-02-06,Left,37464.0,893.6921706730134,3.1043165480713384,-6.922329647939904,7.186,-728.594235676584,461.88513960441657,8.329385059175253,1056.3013290114916,12.635441649272805,-0.1512746521785997,-242.82406,9.72
218,Gryffindor,Brock,Creighton,2000-09-01,Right,68864.0,819.0339297937987,-2.8768341874737025,-5.673455047447059,5.015,-670.8139363300671,915.4244113720358,-6.978636890352828,951.981827290564,2.0978234711778443,0.2217969076642309,-253.75042,226.94
219,Gryffindor,Earl,Kuykendall,1999-04-11,Left,43064.0,813.9590094100405,-5.266087684719898,-5.5885623538587845,4.939,-498.4630689282701,757.08471719268,-4.417842781271294,952.9981877465432,3.48966945237006,0.1496069215446491,-253.19365,184.74
220,Gryffindor,Theresa,Chau,1998-09-06,Right,48238.0,628.2584238878309,-4.938660821429145,-2.482183984583506,5.776,-360.6352446930823,840.8985957281817,-5.899795735780209,956.9696365880324,1.562883922560654,-1.980167534158044,-249.77592,180.73
221,Gryffindor,Kellie,Eastman,1997-04-01,Left,48579.0,711.7838221914426,-4.14904764580421,-3.8793873905168166,5.392,-540.5481631525205,863.423588502149,-6.502501843402129,955.0885437472951,2.341047837041854,0.4547121767091217,-251.33046,213.86
222,Hufflepuff,Alexis,Stegall,2000-05-26,Right,48473.0,828.3572572280237,6.797273918727447,-5.8294146131635785,5.003,-484.622217125653,204.58710690783914,4.087835974391503,1045.4839414247742,3.4972137360567768,1.8117773802069448,-244.32685,18.31
223,Hufflepuff,Beverley,Pearce,2001-11-02,Right,40680.0,818.0197483787202,3.2438113357624614,-5.6564899355629965,4.4510000000000005,-236.8124012102708,108.18853355922651,9.712202954425347,1035.9221587295938,6.447401264349584,1.418664829982607,-244.42037,-70.65
224,Gryffindor,Jarrod,Mcmurray,1997-08-15,Left,38058.0,728.5507710959433,-7.422155986348564,-4.1598630134084615,3.676,-491.73045179854967,699.3941207117805,-3.706275168345616,941.4903214305484,3.513493594079204,0.5028554993971134,-254.25085,167.4
225,Ravenclaw,Sharyn,Doran,1999-06-20,Left,47052.0,131.15883424549386,5.979136571548564,5.833241668481497,3.913,149.70994094374632,767.1714465123746,6.411008154608499,1029.6725187012808,7.456855447836622,-0.1984012313449484,-231.13309,17.25
226,Ravenclaw,Salvador,Montes,1996-12-31,Left,25131.0,253.55069717297414,6.400563134541515,3.7858844428482015,5.311,269.37797625720015,746.0900390287909,5.893457811670087,1051.1933719510937,9.02259067455849,0.2981392522814545,-229.86985,33.51
227,Ravenclaw,Shannon,Lavender,1999-11-12,Right,36984.0,153.92938409780518,4.1078410416253535,5.452338488672919,4.9460000000000015,932.7762693613388,873.0981503479974,2.681173220919102,1076.9089651122576,7.591949282985326,1.0441392265600908,-229.32408,-1.37
228,Hufflepuff,Maria,Farr,1999-06-27,Left,40072.0,702.9855948677767,4.271036402639528,-3.73221163999699,5.002,-637.7485029296362,252.4178447727946,4.038579206270984,1060.2022638678518,6.040993150473225,0.7846160371761511,-243.56357000000003,9.61
